clustername_1	name_1	clustername_2	name_2	file_ext	raw_distance	squared_similarity	jaccard_index	dss_index	adjacency_index	raw_dss_non_anchor	raw_dss_anchor	non_anchor_domains	anchor_domains	combined_group	shared_group	parent	class	order	family	genus	species
HN065_contigs.fa_antismash_contig00004.region001	HN065	HN069_contigs.fa_antismash_contig00003.region001	HN069	NA	0.0818725377321243	0.842958033084869	0.977777779102325	0.91703724861145	0.941176474094391	0.0780034437775612	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN109_contigs.fa_antismash_contig00010.region001	HN109	USMM059_contigs.fa_antismash_contig00004.region001	USMM059	NA	0.128801763057709	0.758986353874207	0.899999976158142	0.870307445526123	0.899999976158142	0.129692539572716	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-122_contigs.fa_antismash_contig00003.region001	MMO-122	USHLN184_contigs.fa_antismash_contig00001.region003	USHLN184	NA	0.100517824292183	0.809068202972412	0.896551728248596	0.901748180389404	0.791044771671295	0.103370107710361	0.0726602450013161	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
ERR4065CAT_bins.3.fa_antismash_k141_6236.region001	ERR4065CAT_bins.3	USMM134_contigs.fa_antismash_contig00085.region001	USMM134	NA	0.121438026428223	0.771871149539948	1	0.87480616569519	1	0.125193849205971	0	9	0	NAGGN - NAGGN	NAGGN	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E mosselii
BGC0000836	BGC0000836	USHLN279_contigs.fa_antismash_contig00024.region001	USHLN279	NA	0.227617651224136	0.596574485301971	0.928571403026581	0.772143304347992	0.705882370471954	0.334424644708633	0.141270250082016	13	4	arylpolyene - arylpolyene	arylpolyene	NA	NA	NA	NA	NA	NA
SRR13132388.2.fa_antismash_k141_244186.region001	SRR13132388.2	SRR14196804.1.fa_antismash_k141_6323.region001	SRR14196804.1	_k141_6323.region001	0.0476302951574325	0.907008051872253	1	0.950896620750427	1	0.0491033978760242	0	10	0	NI-siderophore - NI-siderophore	NI-siderophore	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola
MMO-43_contigs.fa_antismash_contig00004.region001	MMO-43	USMM053_contigs.fa_antismash_contig00003.region001	USMM053	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
ERR3376859.5.fa_antismash_k141_70214.region001	ERR3376859.5	MMO-143_contigs.fa_antismash_contig00001.region001	MMO-143	NA	0.119481399655342	0.775313019752502	0.90909093618393	0.882915139198303	0.75	0.117084860801697	0	15	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter seifertii
AS214_contigs.fa_antismash_contig00009.region001	AS214	USHLN08_contigs.fa_antismash_contig00004.region003	USHLN08	NA	0.221918493509293	0.605410814285278	0.653846144676208	0.782063782215118	0.647058844566345	0.377560794353485	0.0583116412162781	32	8	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
MMO-20_contigs.fa_antismash_contig00008.region001	MMO-20	MMO-70_contigs.fa_antismash_contig00002.region001	MMO-70	NA	0.140619844198227	0.738534271717072	0.75862067937851	0.863142788410187	0.727272748947144	0.145261704921722	0.0822281166911125	26	1	betalactone - betalactone	betalactone	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp003248845
HN065_contigs.fa_antismash_contig00010.region001	HN065	HN091_contigs.fa_antismash_contig00009.region001	HN091	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN007_contigs.fa_antismash_contig00011.region001	HN007	HN124_contigs.fa_antismash_contig00001.region001	HN124	NA	0.129830479621887	0.757194995880127	0.899999976158142	0.869246959686279	0.899999976158142	0.130753070116043	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN087_contigs.fa_antismash_contig00003.region001	HN087	HN091_contigs.fa_antismash_contig00003.region001	HN091	NA	1.73472347597681e-17	1	1	1	1	0	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN059_contigs.fa_antismash_contig00003.region002	HN059	MMO-128_contigs.fa_antismash_contig00002.region002	MMO-128	NA	0.0662166625261307	0.871951341629028	1	0.93386834859848	0.896551728248596	0.0695671886205673	0.0395061746239662	31	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii_H
SRR13132389.4.fa_antismash_k141_450757.region001	SRR13132389.4	SRR13132393.1.fa_antismash_k141_87778.region001	SRR13132393.1	_k141_87778.region001	0.00024494950775988	0.999510169029236	1	0.999747455120087	1	0.0002525252639316	0	10	0	NI-siderophore - NI-siderophore	NI-siderophore	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola
HN065_contigs.fa_antismash_contig00001.region001	HN065	MMO-38_contigs.fa_antismash_contig00009.region001	MMO-38	NA	0.101508848369122	0.807286322116852	0.949999988079071	0.898812651634216	0.857142865657806	0.101187326014042	0	20	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS139_contigs.fa_antismash_contig00008.region001	AS139	USMM080_contigs.fa_antismash_contig00002.region001	USMM080	NA	0.0820219740271568	0.842683672904968	0.946666657924652	0.918416798114777	0.882352948188782	0.0680916011333466	0.170402869582176	79	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
USHLN152_contigs.fa_antismash_contig00013.region001	USHLN152	USMM088_contigs.fa_antismash_contig00015.region002	USMM088	NA	1.73472347597681e-17	1	1	1	1	0	0	30	1	betalactone - betalactone	betalactone	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
MMO-110_contigs.fa_antismash_contig00008.region001	MMO-110	MMO-119_contigs.fa_antismash_contig00008.region001	MMO-119	NA	1.73472347597681e-17	1	1	1	1	0	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-120_contigs.fa_antismash_contig00012.region001	MMO-120	USMM061_contigs.fa_antismash_contig00004.region001	USMM061	NA	0.128801763057709	0.758986353874207	0.899999976158142	0.870307445526123	0.899999976158142	0.129692539572716	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN069_contigs.fa_antismash_contig00003.region001	HN069	USMM072_contigs.fa_antismash_contig00003.region001	USMM072	NA	2.795066939143e-05	0.999944090843201	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-43_contigs.fa_antismash_contig00004.region001	MMO-43	USMM061_contigs.fa_antismash_contig00003.region001	USMM061	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN125_contigs.fa_antismash_contig00002.region001	HN125	MMO-94_contigs.fa_antismash_contig00004.region001	MMO-94	NA	0.097715824842453	0.814116716384888	0.936170220375061	0.902919113636017	0.854545474052429	0.0973092839121818	0.0961290970444679	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
VD21_contigs.fa_antismash_contig00025.region001	VD21	VD23_contigs.fa_antismash_contig00002.region001	VD23	NA	1.73472347597681e-17	1	1	1	1	0	0	9	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545
USHLN262_contigs.fa_antismash_contig00001.region001	USHLN262	VD12_contigs.fa_antismash_contig00108.region001	VD12	NA	0.0767494887113571	0.852391541004181	1	0.920876801013946	1	0.0791231840848923	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
AS124_contigs.fa_antismash_contig00001.region001	AS124	USHLN177_contigs.fa_antismash_contig00001.region001	USHLN177	NA	0.282505095005035	0.514798939228058	0.692307710647583	0.720766246318817	0.571428596973419	0.279233753681183	0	24	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN120_contigs.fa_antismash_contig00001.region002	HN120	USHLN177_contigs.fa_antismash_contig00003.region001	USHLN177	NA	0.119089514017105	0.776003301143646	0.899999976158142	0.883881449699402	0.727272748947144	0.116118520498276	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS129_contigs.fa_antismash_contig00004.region002	AS129	USMM079_contigs.fa_antismash_contig00024.region001	USMM079	NA	0.145539432764053	0.730102896690369	0.918918907642364	0.853740751743317	0.857142865657806	0.131143286824226	0.243253380060196	77	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
USMM048_contigs.fa_antismash_contig00018.region001	USMM048	USMM133_contigs.fa_antismash_contig00091.region001	USMM133	NA	0.194243103265762	0.64924418926239	1	0.799749374389648	1	0.200250625610352	0	9	0	NAGGN - NAGGN	NAGGN	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
SRR16695303_bins3.1.fa_antismash_k119_17522.region001	SRR16695303_bins3.1	USHLN293_contigs.fa_antismash_contig00002.region002	USHLN293	NA	0.186836943030357	0.661234140396118	0.846153855323792	0.815314829349518	0.692307710647583	0.220445588231087	0.0595238097012043	14	1	NI-siderophore - NI-siderophore	NI-siderophore	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium_A	Exiguobacterium_A indicum
AS085_contigs.fa_antismash_contig00008.region001	AS085	USMM079_contigs.fa_antismash_contig00024.region001	USMM079	NA	0.142627060413361	0.735088348388672	0.918918907642364	0.856743216514587	0.857142865657806	0.127210155129433	0.246222823858261	77	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
HN124_contigs.fa_antismash_contig00002.region002	HN124	MMO-38_contigs.fa_antismash_contig00003.region001	MMO-38	NA	0.0484941154718399	0.905363440513611	0.982456147670746	0.951475560665131	0.9375	0.0510972440242767	0.0352314412593841	62	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN166_contigs.fa_antismash_contig00001.region001	HN166	MMO-110_contigs.fa_antismash_contig00001.region001	MMO-110	NA	0.283622056245804	0.513197362422943	0.5	0.723070025444031	0.5	0.276929974555969	0	7	0	NI-siderophore - arylpolyene.NI-siderophore	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia liquefaciens
USHLN183_contigs.fa_antismash_contig00004.region003	USHLN183	USMM075_contigs.fa_antismash_contig00013.region002	USMM075	NA	0.109012372791767	0.79385894536972	0.794117629528046	0.893747746944427	0.805555582046509	0.108405709266663	0.1028066650033	32	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
AS142_contigs.fa_antismash_contig00001.region002	AS142	USHLN158_contigs.fa_antismash_contig00002.region001	USHLN158	NA	0.259745597839355	0.547976553440094	0.678571403026581	0.744469463825226	0.566666662693024	0.255530565977097	0	23	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	NA
AS124_contigs.fa_antismash_contig00011.region001	AS124	MMO-120_contigs.fa_antismash_contig00012.region001	MMO-120	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
ERR4065CAT_bins.2.fa_antismash_k141_51844.region002	ERR4065CAT_bins.2	MMO-36_contigs.fa_antismash_contig00007.region001	MMO-36	NA	0.0680117532610893	0.868602097034454	1	0.930297136306763	0.980000019073486	0.0577637925744057	0.0983565524220467	48	5	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
HN091_contigs.fa_antismash_contig00007.region001	HN091	USMM062_contigs.fa_antismash_contig00002.region001	USMM062	NA	1.73472347597681e-17	1	1	1	1	0	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN039_contigs.fa_antismash_contig00003.region001	HN039	HN118_contigs.fa_antismash_contig00023.region001	HN118	NA	0.139733895659447	0.74005776643753	1	0.85647314786911	0.974358975887299	0.124884948134422	0.163204461336136	38	9	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
HN073_contigs.fa_antismash_contig00010.region001	HN073	MMO-84_contigs.fa_antismash_contig00010.region001	MMO-84	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN160_contigs.fa_antismash_contig00003.region001	USHLN160	USHLN162_contigs.fa_antismash_contig00004.region001	USHLN162	NA	1.73472347597681e-17	1	1	1	1	0	0	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
MMO-122_contigs.fa_antismash_contig00001.region001	MMO-122	USMM063_contigs.fa_antismash_contig00004.region001	USMM063	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS142_contigs.fa_antismash_contig00001.region002	AS142	USHLN165_contigs.fa_antismash_contig00001.region002	USHLN165	NA	0.187030449509621	0.660919487476349	0.292307704687119	0.829581797122955	0.267605632543564	0.170418187975883	0	23	0	hserlactone - hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	NA
USHLN179_contigs.fa_antismash_contig00001.region001	USHLN179	USMM054_contigs.fa_antismash_contig00002.region001	USMM054	NA	0.053367517888546	0.896113038063049	0.949999988079071	0.948442935943604	0.857142865657806	0.0515570901334286	0	20	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
USHLN177_contigs.fa_antismash_contig00002.region002	USHLN177	USHLN296_contigs.fa_antismash_contig00009.region001	USHLN296	NA	0.203006833791733	0.63519811630249	0.761904776096344	0.800306379795074	0.653846144676208	0.232436135411263	0.0823662430047989	43	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
HN120_contigs.fa_antismash_contig00001.region001	HN120	HN124_contigs.fa_antismash_contig00001.region002	HN124	NA	0.00293478253297507	0.994139075279236	0.95652174949646	1	0.875	0	0	23	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-122_contigs.fa_antismash_contig00011.region001	MMO-122	MMO-83_contigs.fa_antismash_contig00010.region001	MMO-83	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN073_contigs.fa_antismash_contig00008.region001	HN073	MMO-122_contigs.fa_antismash_contig00009.region001	MMO-122	NA	1.73472347597681e-17	1	1	1	1	0	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS126_contigs.fa_antismash_contig00001.region002	AS126	USHLN160_contigs.fa_antismash_contig00001.region001	USHLN160	NA	0.116337165236473	0.780860006809235	0.800000011920929	0.887677788734436	0.730769217014313	0.112322218716145	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea eucrina_A
HN157_contigs.fa_antismash_contig00001.region001	HN157	MMO-83_contigs.fa_antismash_contig00011.region001	MMO-83	NA	0.236373767256737	0.583124995231628	0.699999988079071	0.765594065189362	0.699999988079071	0.2344059497118	0	9	0	NI-siderophore - NRP-metallophore.NRPS.NI-siderophore	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia_A	Serratia_A fonticola
AS209_contigs.fa_antismash_contig00019.region001	AS209	MMO-116_contigs.fa_antismash_contig00003.region001	MMO-116	NA	0.294282913208008	0.498036593198776	0.557692289352417	0.710062742233276	0.568965494632721	0.305506974458694	0.239335760474205	39	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella ornithinolytica
